,date,user,tweet
2814,2023-03-31 16:20:16+00:00,ErikMiller108,"No matter how he plays and what he does, people are always excited to see this man on field. 

#GTvsCSK  #IPL2023 #jiocinema #MSDhoni𓃵 https://t.co/bZqLDxYdSC"
2815,2023-03-31 16:20:13+00:00,khirod01,"#JioCinema

@JioCinema 
 Jio cinema buffering due to heavy load .

Increase the server or system load to handle this . https://t.co/thz5wJVM5j"
2816,2023-03-31 16:20:06+00:00,RPOfficialPro,"Who will open bowling for CSK?

#IPL2023  #TATAIPL  #CSK #GT #RuturajGaikwad #MSDhoni #GTvsCSK #Dhoni #Hotstar #jiocrash #JioCinema"
2817,2023-03-31 16:19:59+00:00,AmBoozed,"Perfect time for Bhojpuri cinema to become mainstream 

#IPL2023 #JioCinema"
2818,2023-03-31 16:19:44+00:00,st____yellow,1.6Cr Wow!! #JioCinema #IPL #CSK #cskvsgt https://t.co/oNHiYV5SWl
2819,2023-03-31 16:19:43+00:00,thesourabhbari,"#MSDhoni𓃵 hits his first #six in #TATAIPL2023 a blow of #JoshuaLittle .

#TATAIPL #ipl2023 #IPLonStar #iplopeningceremony #HardikPandya #RuturajGaikwad #jiocrash #JioCinema #IPLonStar #RashmikaMandanna #KaneWilliamson #mahi #ThalaDhoni #IPLonJioCinema #ipl2023 #ArijitSingh https://t.co/phuEd5zWRW"
2820,2023-03-31 16:19:24+00:00,DentComplaining,"Pan masala ads on #JioCinema are a real #cringe, 

#ipl2023 #GTvsCSK"
2821,2023-03-31 16:19:15+00:00,patelmahendra73,"#jiocinema is a Very bad 😔 OTT platform for Sports #BCCI👎👎

#jiocrash"
2822,2023-03-31 16:19:14+00:00,MarkramArmy,"Where to Watch Star sports channel other than Watching In Tv ?? #IPLonStar
#JioCinema #TATAIPL #cskvsgt"
2823,2023-03-31 16:19:10+00:00,vinecapi,@ashokghose @prashanth1039 This was the same scene when Fifa World Cup happened in 2022 for the opening game but then they rectified it all from the next game and was by far the best live experience quality they provide. #jiocinema #ipl2023
2824,2023-03-31 16:19:08+00:00,circindi_,#JioCinema App crashes in First innings . Can't watch properly . After 5-10 mins of streaming it lags or goo back 1-2 balls .🤦 Hope they fix it up in next matches. This is there highest streaming numbrs so we can expect it .. 1.6 cr PPL where watching when MS dhoni was batting.
2825,2023-03-31 16:19:07+00:00,Heyepudra,"Side view

#IPL2023 #MSDhoni  #CSKvsLSG  #TATAIPL2023  #TATAIPL #IPL #JioCinema https://t.co/PWEri9sArs"
2826,2023-03-31 16:19:06+00:00,moin_lambe13,#ipl2023 #TATAIPL #TATAIPL2023 #JioCinema
2827,2023-03-31 16:19:04+00:00,sdtweets01,@JioCinema tum rehne do tumse naa ho payega abhi hi de do @DisneyPlusHS  ko inka kaam vapis ek hi ball ko 2-3 baar dikha dete ho yaar #ipl2023 #jiocinema #DisneyPlusHotstar
2828,2023-03-31 16:18:55+00:00,mad_abhinav,After few years the vintage slog sweep by #ThalaDhoni  over midwicket ❤️😘 #MSDhoni𓃵 #TATAIPL #TATAIPL2023 #IPLonStar #iplopeningceremony #jiocinema #cskvsgt #Ruturajgaikward #HardikPandya
2829,2023-03-31 16:18:47+00:00,messirohitajith,for #jiocinema bcci panels voice choose world feed in English you ll get it
2830,2023-03-31 16:18:38+00:00,saurabhjha566,"#JioCinema #banjiocinema #thirdclassjiocinema
Hotstar was much better than jiocinema, Please give all the streaming rights to hotstar. https://t.co/yKuf0qmF9J"
2831,2023-03-31 16:18:26+00:00,RoshanP80544972,"Today's  highest #jiocinema views 1.6 cr,
( 𝟭𝟲 𝗺𝗶𝗹𝗹𝗶𝗼𝗻 ) Only for 
𝗗𝗛𝗢𝗡𝗜 ❤.

Dhoni is not  only a player 
He is a emotion for Us.

#IPL2023
#MSDhoni𓃵
#TATAIPL #TATAIPL2023 https://t.co/eBb3Pvqz46"
2832,2023-03-31 16:18:21+00:00,The_titans_eth,"#JioCinema
After watching #IPL on @DisneyPlusHS all these years,it sucks 👿😡 to watch @JioCinema.😡😡😡😡😡 https://t.co/GkfLKGxa3X"
2833,2023-03-31 16:18:10+00:00,afthab_abdullah,#JioCinema it’s a shame that the app disappoints on the first day itself and the interface is a piece of shit. Hotstar was far more better. #jiocinema4k #jiocrash #ipl2023 #ipl #csk #cskvsgt
2834,2023-03-31 16:18:08+00:00,Sanjeev_Analyst,"धोनी के छक्के पर 

भोजपुरी में - गेंदबाज़ क तूर दिहलस, फोड़ दिहलस अ छः रन गुथ दिहलस

भैया हो भैया…धोनी भैया…धुआँ धुआँ

 #IPL2023 #JioCinema #CSKvsGT"
2835,2023-03-31 16:18:01+00:00,amitkdoshi,"IPL viewing experience on @JioCinema is at different level with 4K pic quality, multiple camera angles &amp; telecast in 12 regional languages!

Its fun listening Gujarati commentary for a change 😀

#GTvsCSK #CSKvsGT #ipl2023 #TATAIPL2023 #IPLonJioCinema #JioCinema"
2836,2023-03-31 16:17:47+00:00,iampradeep_b,@Vindhya26 This year ipl is going to be really difficult for mobile phone users..due ro #jiocinema…
2837,2023-03-31 16:17:42+00:00,Iamasifmulani,"@JioCinema 

Jio cinema app crashing while watching live IPL match on #airtelxtream #jiocinema4k #jiocinema"
2838,2023-03-31 16:17:37+00:00,NavdeepSGusain1,"Bhojpuri commentary is the best thing about Jio Cinema app.
#ipl2023 
#JioCinema"
2839,2023-03-31 16:17:37+00:00,MrflicksOTT,"Jio Cinema 😬

+tive :-

- Multi Camera Angles
- No Opening Ad (in Hotstar Everytime we open the app they Play Ad)

-tive :-

-Content Loading Problem in Every 10 to 15Min
-Sometimes They Showing Error
-If We Switch Quality They buffering Some minutes

#Hotstar &gt;&gt; #JioCinema"
2840,2023-03-31 16:17:30+00:00,TheSiloPerson,"Bhojpuri and Marathi IPL cricket commentary is a vibe on jio cinema, never going back to Hindi now. Thank you #JioCinema #TATAIPL #TATAIPL2023"
2841,2023-03-31 16:17:22+00:00,themarxxman,"We r ready to pay but we want quality experience, worst experience on #JioCinema.
#ipl2023"
2842,2023-03-31 16:17:02+00:00,nikhilktweets,"शेर बूढ़ा हो चुका है पर शिकार करना नही छोड़ा  ,
तो हिरन संभाल जाएं  😍
#cskvsgt #mahi #MSDhoni𓃵 #dhoni #ruturajgaikwad #jiocrash #jiocinema #ipl @msdhoni #TATAIPL https://t.co/DAGAqBk67X"
2843,2023-03-31 16:16:55+00:00,DanishUp21wala,"#JioCinema Buffering buffering buffering buffering.
Poor Service by @JioCinema @OfficialJioTV @reliancejio @JioCare"
2844,2023-03-31 16:16:54+00:00,WeloveChennai,"Been wtchng ipl frm the opening ceremony till nw without any prblms &amp; on 4k, all these ppl hvng buffer issues im seeing a different logo of the jio cinema whr thr is no asli 4k mentioned like I see on my Tv🤔
#jiocrash #jiocinema #jio #cskvsgt #CSK #dhoni https://t.co/kJ2WAGD5gO"
2845,2023-03-31 16:16:45+00:00,thatsTamil,"நோட்டீஸ் பிரீயட்ல வேலை செய்யுற எம்ப்ளாயி மாதிரி கமெண்டரி.. உற்று பார்த்தால் ஒரே பப்பரிங்! Jio Cinema

#JioCinema #CSKvsGT #IPL #OTT #Buffering #Commentary #சிஎஸ்கே @JioCinema
 
https://t.co/BapKrrCx0C"
2846,2023-03-31 16:16:42+00:00,surajthestar,"""FREE hai isiliye aaisa hai, ya Aaisa hai isiliye FREE hai !!""
Too much buffering and repeating the telecast of the same ball multiple times. Not a great experience. @BCCI @IPL  #JioCinema #jiocrash ."
2847,2023-03-31 16:16:42+00:00,iampradeep_b,@Vindhya26 Bhai..free chaatna bandh karo..and pls once wath the match in #jiocrash #jiocinema..then u will realise..the difference..
2848,2023-03-31 16:16:34+00:00,Ki18tweets,@Ayushbansal14_ @JioCinema Oh so #JioCinema is working fine antav ipudu
2849,2023-03-31 16:16:30+00:00,haryshv,#JioCinema #DisneyPlusHotstar https://t.co/OVkDVJHEl5
2850,2023-03-31 16:16:27+00:00,Im_kanak_ch,"So good to see @msdhoni back on the field 😍 #ipl #csk 
Great play @Ruutu1331 #ipl2023 #jiocinema"
2851,2023-03-31 16:16:17+00:00,Ashwaniaasi94,"Good Initiative with #Bhojpuri commentary... Thanks #JioCinema
 गर्दा मचा देहले बाटे। https://t.co/wxYx91GH99"
2852,2023-03-31 16:16:15+00:00,True_Tushar,"#ipl2023
What a gorgeous batting by #ruturaj..maja aagaya

But #JioCinema bugs 🥹🤯"
2853,2023-03-31 16:16:10+00:00,PrakashSingh729,"#JioCinema is #jiocrash Very Bad 👎 working 👨‍💻 
@JioCinema"
2854,2023-03-31 16:16:07+00:00,Positivejokes,They may be the most entertaining batsmen on the field . But Chris Gayle and ABDs commentary was a drag . #IPL2023 #jiocinema  #TATAIPL
2855,2023-03-31 16:15:56+00:00,tweetsbychetan,"Why I am not able to run match in #JioCinema app in iPad / iPhone .. can u pls fix it asap 

@reliancejio @JioCare @JioCinema @jiotvplus 

 #IPL2023
#cskvsgt"
2856,2023-03-31 16:15:54+00:00,RENGASAMY92,Neither the app nor in the browser #TATAIPL streaming is good! #jiocinema clearly an amateur.
2857,2023-03-31 16:15:43+00:00,ash_Yd_13,"Bhojpuri IPL commentary is lit 😂😂
#ipl2023 #jiocinema"
2858,2023-03-31 16:15:40+00:00,aryan072004,Bhojpuri IPL  commentry on JIO cinema 🤣 #JioCinema #TATAIPL2023 #iplopeningceremony #ipl2023 #MSDhoni𓃵 #TATAIPL https://t.co/PhWImFDuhS
2859,2023-03-31 16:15:38+00:00,Rajchoudhary_95,"@cricketaakash @JioCinema #JioCinema
JioCinema Buffering buffering buffering buffering on ott platform
#jiocrash 
#jio #JioCinemaDelivers 
#GTvsCSK #cskvsgt"
2860,2023-03-31 16:15:34+00:00,EngrArifOffici1,"Desi Dairy Farm in Pakistan
#RuturajGaikwad #JioCinema #MSDhoni𓃵 
#IPL2023QUIZ  
https://t.co/5UzqXlvsgP https://t.co/OZPN8eeVA8"
2861,2023-03-31 16:15:29+00:00,luckyrocks16,#jiocinema worst ipl experience so far bad app plz bring back Hotstar
2862,2023-03-31 16:15:27+00:00,DocRakibul,#JioCinema application crashes repeatedly @JioCinema look into it and fix ASAP
2863,2023-03-31 16:15:19+00:00,IndrajitGogoi20,"#RiturajGaikwad 
#MSDhoni𓃵 
#GTvsCSK 
#IPL2023
#jiocinema https://t.co/WWszwjADtR"
2864,2023-03-31 16:15:15+00:00,RealDeepakArya,You can't avoid Mahendra Singh Dhoni #ipl #TATAIPL2023 #jiocinema #MSDhoni𓃵 #HardikPandya https://t.co/SuxVpJHR9l
2865,2023-03-31 16:15:14+00:00,shettydhruv7,Watching bhojpuri commentary on #JioCinema 😂 why we weren't having this from 1st season #TATAIPL 😂😂 https://t.co/TGIWe0HQP1
2866,2023-03-31 16:15:13+00:00,ahmed_alaamri,"🔥🔥🔥🔥
Check this site. Register and get $7.77

https://t.co/d7YdkXaRAC

Play and win more than $50 daily
Let's go

 #JioCinema"
2867,2023-03-31 16:15:11+00:00,ganeshan_iyer,"Really appreciate the efforts of Ambani. With #JioCrash #JioCinema , whatever little interest is left in cricket amongst Indians will vanish. Other sports is going to emerge!"
2868,2023-03-31 16:15:04+00:00,sumanmohanty,Amazing to hear Odia Commentary in #TataIPL on #JioCinema. So pleasant to hear this conversation. Great job by #Odia commentators.
2869,2023-03-31 16:14:48+00:00,Ranith995,"Worst streaming experience ever with @JioCinema, Quality is low though the resolution is high, poor broadcasting and revolving the same scene in between,, Hotstar was much better #Jio  #ipl2023 #cskvsgt
 #JioCinema"
2870,2023-03-31 16:14:48+00:00,riyazrana92,"Please accept #Hostar is better than #Jiocinema

#jiocrash"
2871,2023-03-31 16:14:42+00:00,thefallingsweep,He is waiting on #jiocinema https://t.co/W8BpjHfvVd
2872,2023-03-31 16:14:42+00:00,Atanuagartala,"Dear #hotstar i m missing your telecast.
#JioCinema maza nehi aa raha.
Telecast pause restart yehi chal raha hai.
#IPL23"
2873,2023-03-31 16:14:31+00:00,Rraja_pal,"अत्यंत निराशाजनक अनुभव रहा #JioCinema पर IPL 2023 के प्रथम मुकाबले का। मुझे लगता है Jio APP में विसंगतियां हैं। आज लोगों ने  #hotstar को बहुत याद किया, ऐसा कोई ओवर नहीं गया जब app में प्रॉब्लम न आई हो! 1.6cr was live and jio cinema crashed
👎👎
#jiocrash https://t.co/vdTaObxyHp"
2874,2023-03-31 16:14:29+00:00,Laccha_paratha,Major missing in #jiocinema #TATAIPL https://t.co/NkPI16VrQf
2875,2023-03-31 16:14:26+00:00,VivekBalyan18,"@JioCinema  this error is irritating a lot 
Error 8001 and i have the latest version and good connection
@DisneyPlusHS could u please stream ipl again #jiocinema https://t.co/WOYRAOskzM"
2876,2023-03-31 16:14:17+00:00,Dancing_nuclei,"@jiocinema @JioCare 
WE DONT WANT FREE* . WE WANT QUALITY* 
#Jiocinema
#jiocrash 
#jioisworst 
#hotstarisbest"
2877,2023-03-31 16:14:15+00:00,Rajchoudhary_95,"#JioCinema
JioCinema Buffering buffering buffering buffering on ott platform
#jiocrash 
#jio #JioCinemaDelivers 
#GTvsCSK #cskvsgt #GTvsCSK"
2878,2023-03-31 16:14:05+00:00,Ganapathyology,"Home away game for #CSK they said .! 
.
.
BTW #Jiocinema works perfectly fine for me!
#jiocrash ??? https://t.co/UY0WQAiKhu"
2879,2023-03-31 16:14:02+00:00,MastJatKamlesh,Is this also a new IPL rule that you have to click refresh on #JioCinema after every 15 seconds? #IPL2023 #JioCinema https://t.co/djhsvLNvqI
2880,2023-03-31 16:14:02+00:00,Ketan_222,"Fck #JioCinema #jiocrash
First ruined FIFA and now IPL.
Worst streaming app ever.  Hotstar was so much better. Lagging, glitching, stream automatically pausing, screen simply blacking out that too on a 350 Mbps connection 🤡"
2881,2023-03-31 16:13:58+00:00,Roshniraman07,Only English is working🙄 anybody else facing this problem?#JioCinema @JioCinema
2882,2023-03-31 16:13:51+00:00,chanditeja143,"#jiocrash #JioCinema
Just Frustrating coming every 2 3 min
Love for #Hotstar..! @JioCinema 😡..what is thissss🤨..? https://t.co/4CYdLOcInT"
2883,2023-03-31 16:13:47+00:00,harsh_non,"@JioCinema, disappointed to report that Tata IPL is not playing on your platform, only buffering. It was working fine on Disneyplus Hotstar. Unable to watch #TataIPL on #jiocinema4k #jiocrash #jiocinema"
2884,2023-03-31 16:13:45+00:00,narayananramu,#JioCinema forced me to turn on my TV after a very long time. #CSKvsGT #jiocrash Jio should consider use #DisneyHotstar infrastructure.
2885,2023-03-31 16:13:34+00:00,HarshRa37892254,Jio Cinema has disappointed a lot. Talks are big but the service is absolutely useless. Too many stops and stops. please fix it. #JioCinemaDelivers #jiocinema #IPLonStar #mishostar #jiocrash #ipl2023 #jiocinema4k
2886,2023-03-31 16:13:33+00:00,TeamOnlyYash,". @TheNameIsYash Boss Pepsi Ad Ruling #IPL2023 In  #JioCinema 🔥 

#YashBOSS #Yash19 https://t.co/VPXtnR8CrA"
2887,2023-03-31 16:13:18+00:00,Berjgar_graduat,"Narendara Modi Stadium me aise item dance Narendra Modiji ka seedha seedha apman hai, jo naqabil e bardasht hai. For this obscene act whole IPL system  including @JayShah should apologise to Modiji #JioCinema"
2888,2023-03-31 16:13:14+00:00,SureshPonraj,"#JioCinema வீடியோ குவாலிட்டி நல்லா இருக்கு ஆனா கத்துக்குட்டிங்களோட கமெண்ட்ரி கூந்தலாட்டம் இருக்கு
#StarSports வீடியோ குவாலிட்டி கூந்தலாட்டம் இருந்தாலும் பெரிய தலைக்கட்டுங்க கமெண்ட்ரி நல்லாருக்கு

மொத்தத்துல நாசமா போச்சு 🤦 https://t.co/AhUMgDgBkl"
2889,2023-03-31 16:13:14+00:00,TamilTheHindu,"IPL 2023: CSK vs GT | ருதுராஜ் அபாரம்: 178 ரன்கள் குவித்த சென்னை

#IPL2023 | #IPL | #Cricket | #CSKvGT | #cskvsgt | #WhistlePodu | #Yellove | #MSDhoni | #ChennaiSuperKings | #JioCinema | #RuturajGaikwad | #MSDhoni𓃵 | #Dube
https://t.co/MplbZsL2n4"
2890,2023-03-31 16:13:11+00:00,MemetanThings,#IPL2023 #JioCinema https://t.co/THuMkQDzlh
2891,2023-03-31 16:13:06+00:00,JJohneykutty,"@Vindhya26 Also dont come saying free me milre toh khush raho , bro paise le lo but viewing experience toh better do 😓 #flopexperience #IPL23 #jiocinema"
2892,2023-03-31 16:12:57+00:00,iamnikhil_sing,"पिछली गेंद पर था छे:
इस गेंद पर है चार,
ये है धोनी की मार।
Was the best line of the innings by @cricketaakash .
#GTvsCHE. #IPL23 ,#iplonjiocinma,
#jiocinema."
2893,2023-03-31 16:12:53+00:00,challapunjabi,"#JioCinema
Thanks for Punjabi commentary
ਪੰਜਾਬੀ ਕੁਮੈਂਟਰੀ ਲਈ ਧੰਨਵਾਦ
#iplopeningceremony
#ipl2023 https://t.co/EiVTsy0WnN"
2894,2023-03-31 16:12:49+00:00,V_croxx,"Bull's eye
#IPL2023 #jiocinema https://t.co/N3ypDkMNoN"
2895,2023-03-31 16:12:46+00:00,shivam_mishra98,"Worst &amp; very bad experience of watching this @IPL on #Jiocinema ...
Please improve your services. In a one inning 100 error &amp; something went wrong notification comes &amp; video stopped.
#IPLonjiocinema
#JioCinemaDontDelivers
@JioCinema @reliancejio"
2896,2023-03-31 16:12:41+00:00,alvinlaz1596,"இதைக் குறிக்கவும், இது உங்களுக்கு ஒருபோதும் ஏமாற்றமளிக்காது 🫰🔥

https://t.co/M5HmxajXuQ

🌎Host Your Website With HostGator https://t.co/up8zaZWVdt

 Nita Ambani #hotstar #TATAIPL2023 #IPLonStar #jiocinema #DhoniSeNahiMangneChahiyeThe #IPL2023OpeningCeremony #GTvsCSK"
2897,2023-03-31 16:12:37+00:00,Abhiek96,Bas khatam hai ho gya Mera toh ab tum apna dekh lo #MSDhoni𓃵 #MSDhoni #TATAIPL2023 #TATAIPL #jiocinema https://t.co/a3an9TAOgQ
2898,2023-03-31 16:12:36+00:00,TheKaiserDar,"Iss Se Better toh #Hotstar hi tha, kam se kam paise leke premium service toh deta tha, not like #JioCinema Which Keep on Crashing Again &amp; Again 
#JioCrash #JioCinemaCrash"
2899,2023-03-31 16:12:31+00:00,madan_pms,"First time cricket commentary in 12 languages. #bhojpuri is amazing
#TATAIPL2023 
#jiocinema"
2900,2023-03-31 16:12:18+00:00,kushwaha_karann,#IPL2023 #GTvsCSK #JioCinema #MSDhoni𓃵 #RuturajGaikwad
2901,2023-03-31 16:12:14+00:00,AnkitYa54640746,"#JioCinema
JioCinema Buffering buffering buffering buffering on ott platform
#jiocrash 
#jio #JioCinemaDelivers 
#GTvsCSK #cskvsgt https://t.co/GDmukTZQ7m"
2902,2023-03-31 16:12:11+00:00,satyamevsatyam,"#IPLonJioCinema #IPL2023 
#JioCinema #TATAIPL 
Having about 500 mbps connection, still too much lags... It is worst for watching IPL #why @JioCinema  (live stream), isn't it? https://t.co/tHB3mqCtAN"
2903,2023-03-31 16:12:05+00:00,ShivXForever,"🦁Sher Abhi Zinda hai ❤️💛💛💛
MAAHI MAAAR RAHAA HAII!!!😭😭🤞💛💛

#csk #GTvsCSK #JioCinema #MSDhoni𓃵  #IPL https://t.co/otf31Eg4fn"
2904,2023-03-31 16:12:00+00:00,AritraRaj3,"@JioCinema 
IPL 2023 HD streaming on pc looks worse than even 720p, it's more or less 480p. Why such bad quality?
#jiocinema #ipl 
Where is #jiocinema4k ?"
2905,2023-03-31 16:11:52+00:00,RiteshD22510499,"@JioCinema you guys really need a good tech team, what poor performance of your app right at the start of Ipl, I have been using this app since quite few months, it gets crashed all the time, buffers and what not.
#jiocrash #jiocinema"
2906,2023-03-31 16:11:46+00:00,itsMishra__,"#JioCinema पर भोजपुरी कमेंट्री बड़ा बढ़िया लगा .. घर के सभी बुजुर्ग क्रिकेट प्रेमियों में आनंद उठाया ! हिंदी की पकाऊ कमेंट्री से आखिर मुक्ति मिली ! 

#bhojpuri #JioCinemaDelivers 
#cskvsgt #cskvgt #GTvsCSK"
2907,2023-03-31 16:11:46+00:00,doctor_langdon,"@JioCinema sucks... Give bufferless streaming with 1 angle, then you can add as many angles as you want...

I witnessed best shot of MSD because of that my screen got struck...

Ads are played without buffering👌

#jiocrash #jiocinema

#hotstar huge respect on you...
#BCCI https://t.co/QoZFKPt050"
2908,2023-03-31 16:11:46+00:00,manishjha4752,#Rituraj #RiturajGaikwad #TataIpL #JioCinema ❤️❤️❤️❤️❤️ https://t.co/EYe3o7kcrn
2909,2023-03-31 16:11:38+00:00,Sambith_Das,@reliancejio @JioCinema I’m using your 5G and #jiocinema is still crashing. @BCCI @IPL worst #IPL experience since the inaugural season
2910,2023-03-31 16:11:32+00:00,yousaytv,"గుజరాత్ టైటాన్స్ టార్గెట్ 179

#GTvsCSK #IPL2023 #TATAIPL2023 #JioCinema #GujarathTitans #ChennaiSuperKings #RuturajGaikwad #MSDhoni #YouSay https://t.co/19K3NtlSsj"
2911,2023-03-31 16:11:28+00:00,AshokKumar2891,"Well played, Ruturaj Gaikwad.

Missed out a well deserving hundred that too in the first match. But what a knock, 92 runs from 50 balls.
#IPL2023 #GTvsCSK #JioCinema #cskvsgt #CSKvGT #MSDhoni𓃵 #MSDhoni #HardikPandya https://t.co/3gxknJyFNs"
2912,2023-03-31 16:11:27+00:00,5imra9,#jiocinema 😡😡😡😡😡😡 https://t.co/MqGzcFcoIh
2913,2023-03-31 16:11:20+00:00,Devallodhi86,#jiocrash #jiocinema ye to tatti hai 🤣🤣🤣🤣
2914,2023-03-31 16:11:18+00:00,isumeet31,"Approx 82 lacs people were watching at the end of first inning on #jiocinema . 

#JioCinemaDelivers . Still i am unable to stream it on my ipad or iphone but easily streaming on TV . 🧐"
2915,2023-03-31 16:11:11+00:00,itspravin99,"Just witnessed it. One of the worst service ever. You cheated 1.5cr people at a time.
👎
@JioCinema
@JioCare
#jiocrash
#jiocinema https://t.co/1yYd9eB54o"
2916,2023-03-31 16:11:04+00:00,BaithaSudarsan,Why @JioCinema even took the streaming rights if they can't provide good streaming? #jiocinema pathetic streaming experience
2917,2023-03-31 16:11:03+00:00,Vicky43827497,Bhojpuri comm. Is on another level😂🤣 #jiocinema #bhojpuri https://t.co/4QeWRNfAqP
2918,2023-03-31 16:11:02+00:00,BalaVR14,How to watch star sports channel online ? #IPLonStar  #iplopeningceremony #JioCinemaDelivers #jiocinema
2919,2023-03-31 16:10:52+00:00,Iamrajkumarve,"Whenever Mahi hits, it brings different emotions in every fans heart and mind ❤️ #ipl2023 #CSK #MSDhoni𓃵 #IPL2023 #jiocinema #dhoni7 https://t.co/HrpXVxpNJQ"
2920,2023-03-31 16:10:44+00:00,ramaccman,#JioCinema What is the wrong here? How many times I need to refresh the page ?? Pl fix it. https://t.co/goIx0L4PFS
2921,2023-03-31 16:10:32+00:00,rjmanoj,Ye  #JioCinema app pe Anant Ambani baith gaya kya? Chal hi nahi raha
2922,2023-03-31 16:10:29+00:00,joshichirag0,"1.6Cr viewers on #Jiocinema 
Just #Dhoni things.
As a Gujarati,Man karta hai gujarat ko support kru, but heart is supporting chennai, just because of this man. #dhoni7 #cskvsgt https://t.co/4tq866uEJi"
2923,2023-03-31 16:10:21+00:00,ArunKum31770459,"Dhoni rocks on gt🔥🔥
#IPLonStar #ipl2023 #ChennaiSuperKings #jiocinema #DhoniSeNahiMangneChahiyeThe 
#Dhoni on 🔥🔥 https://t.co/i6VwYgOhw5"
2924,2023-03-31 16:10:19+00:00,IshanSingh27696,Who Will Win The Opener Game for #IPL #CSK #GujaratTitans #iplopeningceremony  #JioCinema
2925,2023-03-31 16:10:16+00:00,deepaks17419021,"This is all about today's match.  
App developer to hire kar lete dhng ka..  Rights khreedne m lga diya saara paisa?  Chapprijio worst app.. 
#JioCinema #jiocrash #TATAIPL #cskvsgt # https://t.co/lDD4jAuiqw"
2926,2023-03-31 16:10:16+00:00,Onlyvijayrules,#jiocinema app worst
2927,2023-03-31 16:10:16+00:00,prasad_9956,"Worst experience ever watching IPL on #JioCinema , It will be fine to pay and watch IPL on #DisneyPlusHotstar 
#jiocrash"
2928,2023-03-31 16:10:13+00:00,manishjha4752,It's Mahi Ve #MSD  #MSDhoni𓃵  #JioCinema #Dhoni #TATAIPL ❤️❤️❤️❤️❤️ https://t.co/RAo1XvhgOy
2929,2023-03-31 16:10:11+00:00,mister_nobody__,"Watching #MSDhoni𓃵 hitting boundaries live on #JioCinema.
#GTvsCSK #IPL https://t.co/Zzpjbyg9hN"
2930,2023-03-31 16:10:07+00:00,ragunath_rajan,#JioCinema sucks 🤦‍♂️🤦‍♂️ Worst experience. I don't know how these bullshits got contract. I don't know how I gonna watch rest of the #ipl2023 #jiocrash #TATAIPL2023 #MSDhoni𓃵 https://t.co/WfCMPPSYwG
2931,2023-03-31 16:10:05+00:00,AnilMaanNkt,"आज के मैच में CSK की पारी गायकवाड़ के नाम....
92 runs in 50 balls --&gt; 4 चौके 9 छक्के 
शतक से मात्र 8 रन से चूके...!!
#RuturajGaikwad
#GTvsCSK #IPL2023 
#IPLonStar #JioCinema"
2932,2023-03-31 16:10:00+00:00,atulma,@JioCinema You need to fix the Volume issue- It's too low #livestreaming #IPLonJioCinema #JioCinema #IPL
2933,2023-03-31 16:09:55+00:00,Saikris65919052,#jiocinema sad day 1 experience..! Unable to watch IPL in English… other languages are fine.. @JioCinema
2934,2023-03-31 16:09:55+00:00,MonalishaaIn,#JioCinema Please resolve the buffering issues soon and hope u ll not ruin our IPL-2023
2935,2023-03-31 16:09:53+00:00,Durai_BalajiS,"@DigitalKisaan1 @JioCare same problem, other platforms stream seemless while #jiocinema struggling and  buffering every minute"
2936,2023-03-31 16:09:50+00:00,EngrArifOffici1,"Honda CD 2022 Vs 2023 Tochan Muqabla
#IPL2023 #GTvsCSK #JioCinema #RuturajGaikwad 
https://t.co/3z00FS2Xbb https://t.co/H725D9N8Fn"
2937,2023-03-31 16:09:49+00:00,rst__raj,"Just after the "" bhojpuri masterstroke"" 

#IPL2023 #JioCinema #CskVsGT https://t.co/nwjTXHLsOF"
2938,2023-03-31 16:09:47+00:00,shahiga6,"Dandam ra dootha 🙏🏻🙏🏻
.
.

#ipl2023 #cskvsgt #jiocinema #laughof_life https://t.co/k4PWt5yxob"
2939,2023-03-31 16:09:43+00:00,ritesh_p37,"Thanks to #jiocinema for not allowing watching MSD batting.

PS - You can still watch MSD batting in #jiocinema ads(without buffering)"
2940,2023-03-31 16:09:34+00:00,swastik_bargarh,"#JioCinema for every few mins
#jiocrash https://t.co/dj3qK0wxPD"
2941,2023-03-31 16:09:20+00:00,arajeev987,"रवि किशन: दू गो चउवा और दू गो छक्का त धोनी मारबे करी।
Bhojpuri  commentry  is 🔥
#TATAIPL2023 #jiocinema 
#GTvsCSK"
2942,2023-03-31 16:09:15+00:00,manjeetranga6,"1.6Cr watching Craze of Mahi❤️ 
#jiocinema https://t.co/uBxjTjGwfA"
2943,2023-03-31 16:09:14+00:00,rohitdaware,"#JioCinema से अच्छा तो #hotstar ही था।
#jiocrash #ipl2023"
2944,2023-03-31 16:09:06+00:00,Sandy216836,#jiocinema sucks…..Hotstar is far better streaming live matches..#TATAIPL
2945,2023-03-31 16:08:54+00:00,Harshsharma_1,@DigitalKisaan1 Sir mera 200mbs box ke pass bheta hu to bhi dhoni Bhai ko theek se ni dekha 😞#jiocinema @_MukeshAmbani @JioCinema
2946,2023-03-31 16:08:54+00:00,VivekPathakk,"Amid of all the #jiocrash, The bird View Cam is really amazing by #jiocinema . Please fix the basics ASAP!! https://t.co/FC9qHCgGMA"
2947,2023-03-31 16:08:50+00:00,tiwarialok639,"Such a bad first time experience of watching #TATAIPL on @JioCinema 
Only errors &amp; errors &amp; errors during more than half of the match. 
Must say @DisneyPlusHS was much better for #ipl 
#cskvsgt #TATAIPL2023 #jiocinema"
